gbifID,reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,used_llm
1304445344,,PRESENT,1939-07-18,,199.0,199.0,1939.0,7.0,18.0,,Douglas fir forest (middle montane); gentle slope; loam; full sun; s.w. exposure; moderate moisture.,,NORTH_AMERICA,US,Oregon,Lane,,Gold Hill.,,,,,44.2042,-122.3742,,,,,,True,False,False
1304445343,,PRESENT,2007-08-22,,234.0,234.0,2007.0,8.0,22.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Wildcat Mountain,,,,,45.2955,-122.0348,,,,,,True,False,False
1304445342,,PRESENT,2000,,,,2000.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Cloverpatch Trail,,,,,43.8166,-122.5585,,,,,,True,False,False
1304445341,,PRESENT,1992-08-02,,215.0,215.0,1992.0,8.0,2.0,,wet meadow surrounded by forest.  In soil.  Frequent.,,NORTH_AMERICA,US,Oregon,Grant,,"Desolation Meadow; 4 mi NE of Olive Lake, in small meadow N of the main meadow.",,,,,44.8205,-118.6596,,,,,,True,False,False
1304445340,,PRESENT,1993,,,,1993.0,,,,,,NORTH_AMERICA,US,Oregon,Umatilla,,Westminster Woods,,,,,45.5314,-118.4532,,,,,,True,False,False
1304445339,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Little Crater Meadows,,,,,45.15,-121.75,,,,,,True,False,False
1304445338,,PRESENT,2003,,,,2003.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Echo Basin/North Peak,,,,,44.4109,-122.0785,,,,,,True,False,False
1304445337,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Jumpoff Joe-Hickman,,,,,44.3692,-122.1822,,,,,,True,False,False
1304445336,,PRESENT,1993-08-10,,222.0,222.0,1993.0,8.0,10.0,,,,NORTH_AMERICA,US,Oregon,Douglas,,"Clearwater Falls Campground, Or138; 1280m; 43.2488° N -122.2268° W",,,,,43.2488,-122.2268,,,,,,True,False,False
1304445335,,PRESENT,1992-06-01,,153.0,153.0,1992.0,6.0,1.0,,,,NORTH_AMERICA,US,Oregon,Wasco,,04S 09E 33 SW,,,,,45.1752,-121.6811,,,,,,True,False,False
1304445334,,PRESENT,1995,,,,1995.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Wild Prune Timber Sale,,,,,45.1506,-122.2636,,,,,,True,False,False
1304445333,,PRESENT,1999,,,,1999.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Blair Lake: Harvey,,,,,43.8325,-122.2224,,,,,,True,False,False
1304445332,,PRESENT,1941-07-23,,204.0,204.0,1941.0,7.0,23.0,,mountain slope; gravelly loam; full sun; moisture: moderate.,,NORTH_AMERICA,US,Oregon,Linn,,Carpenter Mt.,,,,,44.2763,-122.138,,,,,,True,False,False
1304445331,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Salmon River Meadows (Mt. Hood NF),,,,,45.2363,-121.7168,,,,,,True,False,False
1304445330,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,English Mt.-Hickman,,,,,44.07,-122.0639,,,,,,True,False,False
1304445329,,PRESENT,1977-06-21,,172.0,172.0,1977.0,6.0,21.0,,,,NORTH_AMERICA,US,Oregon,Linn,,H. J. Andrews Experimental Forest; on the trail to Carpenter Mountain.,,,,,44.2795,-122.1436,,,,,,True,False,False
1304445328,,PRESENT,2001,,,,2001.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,USDA Forest Service FIA intensive plot #  5951,,,,,44.1712,-121.9989,,,,,,True,False,False
1304445327,,PRESENT,1953-07-28,,209.0,209.0,1953.0,7.0,28.0,,,,NORTH_AMERICA,US,Oregon,Grant,,"Under mixed conifers along Buck Cabin Creek, 3- miles west of Fields Peak",,,,,44.3422,-119.3237,,,,,,True,False,False
1304445326,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,Oregon,Marion,,Breitenbush Lake - Papoose Lakes,,,,,44.764,-121.7776,,,,,,True,False,False
1304445325,,PRESENT,2009,,,,2009.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,"Highway 20, Albany to Sisters, mile post 80 to 81",,,,,44.4217,-121.8604,,,,,,True,False,False
1304445324,,PRESENT,1997,,,,1997.0,,,,,,NORTH_AMERICA,US,Oregon,Wasco,,"Frog Creek area, above 43 road; 04S 09E Sec 27, 34, 35 and 05S 09E 2",,,,,45.1856,-121.6511,,,,,,True,False,False
1304445323,,PRESENT,1910-07-29,,210.0,210.0,1910.0,7.0,29.0,,,,NORTH_AMERICA,US,Oregon,Union,,mountain above La Grande.,,,,,45.3187,-118.1281,,,,,,True,False,False
1304445322,,PRESENT,1995,,,,1995.0,,,,,,NORTH_AMERICA,US,Oregon,Lane or Linn or Deschutes,,"McKenzie Summit, Scott Lake",,,,,44.2396,-121.8534,,,,,,True,False,False
1304445321,,PRESENT,2005-09-01,,244.0,244.0,2005.0,9.0,1.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Meadow south-southeast of Deer Creek Trailhead,,,,,43.5885,-122.0919,,,,,,True,False,False
1304445320,,PRESENT,2004-08-05,,218.0,218.0,2004.0,8.0,5.0,,,,NORTH_AMERICA,US,Oregon,Marion,,French Creek Ridge,,,,,44.7934,-122.1824,,,,,,True,False,False
1304445319,,PRESENT,2006-09-11,,254.0,254.0,2006.0,9.0,11.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Cupit Mary Meadow,,,,,43.7322,-122.1112,,,,,,True,False,False
1304445318,,PRESENT,1991-05-28,,148.0,148.0,1991.0,5.0,28.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Castle Rock,,,,,44.1482,-122.2108,,,,,,True,False,False
1304445317,,PRESENT,2004-07-15,,197.0,197.0,2004.0,7.0,15.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,west end of West Goodfellow Lake (2); 02S 07E 05 NW SE,,,,,45.424,-121.974,,,,,,True,False,False
1304445316,,PRESENT,1979-08-04,,216.0,216.0,1979.0,8.0,4.0,,forest,,NORTH_AMERICA,US,Oregon,Douglas,,Wolf Lake Chamaecyparis plot,,,,,43.1522,-122.455,,,,,,True,False,False
1304445315,,PRESENT,1968-07-24,,206.0,206.0,1968.0,7.0,24.0,,,,NORTH_AMERICA,US,Oregon,Lane,,H. J. Andrews Experimental Forest; slopes of Lookout Mountain above Unit 12D.,,,,,44.2044,-122.13,,,,,,True,False,False
1304445314,,PRESENT,2000,,,,2000.0,,,,,,NORTH_AMERICA,US,Oregon,Marion,,USDA Forest Service FIA intensive plot #  7703,,,,,44.866,-122.5406,,,,,,True,False,False
1304445313,,PRESENT,1979-07-03,,184.0,184.0,1979.0,7.0,3.0,,forest,,NORTH_AMERICA,US,Oregon,Grant,,Buck Cabin Creek Chamaecyparis plot,,,,,44.3385,-119.3387,,,,,,True,False,False
1304445312,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Iron Mt.-Hickman,,,,,44.4011,-122.1497,,,,,,True,False,False
1304445311,,PRESENT,1961-08-16,,228.0,228.0,1961.0,8.0,16.0,,,,NORTH_AMERICA,US,Oregon,Wallowa,,On mossy shady bank of the East Fork (Wallowa River) in coniferous woods,,,,,45.2311,-117.1761,,,,,,True,False,False
1304445310,,PRESENT,1997-07-30,,211.0,211.0,1997.0,7.0,30.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,Zigzag Trail above Hwy 35 and vicinity; 02S 10E Sec 08 NE and 09 NW,,,,,45.4141,-121.5639,,,,,,True,False,False
1304445309,,PRESENT,1996-07-06,,188.0,188.0,1996.0,7.0,6.0,,,,NORTH_AMERICA,US,Oregon,Wasco,,04S 09E 17 NW,,,,,45.2262,-121.7014,,,,,,True,False,False
1304445308,,PRESENT,1983-08-20,,232.0,232.0,1983.0,8.0,20.0,,,,NORTH_AMERICA,US,Oregon,Marion,,Hawk Mountain,,,,,44.8627,-121.9423,,,,,,True,False,False
1304445307,,PRESENT,2003-07-31,,212.0,212.0,2003.0,7.0,31.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Township Meadows,,,,,45.4338,-121.9991,,,,,,True,False,False
1304445306,,PRESENT,1995-08-03,,215.0,215.0,1995.0,8.0,3.0,,,,NORTH_AMERICA,US,Oregon,Wasco,,Frog Creek; 04S 09E 27,,,,,45.1933,-121.656,,,,,,True,False,False
1304445305,,PRESENT,1926-07-04,,185.0,185.0,1926.0,7.0,4.0,,Open woods,,NORTH_AMERICA,US,Oregon,Hood River,,"Mt. Hood, south side",,,,,45.343,-121.6756,,,,,,True,False,False
1304445304,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Iron Mtn.,,,,,44.3995,-122.1531,,,,,,True,False,False
1304445303,,PRESENT,1979-06-24,,175.0,175.0,1979.0,6.0,24.0,,forest,,NORTH_AMERICA,US,Oregon,Linn,,Bear Pass Chamaecyparis plot,,,,,44.3197,-122.2616,,,,,,True,False,False
1304445302,,PRESENT,2003,,,,2003.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Carolyn''s Crown/Shafer Creek Research Natural Area,,,,,44.6107,-122.4609,,,,,,True,False,False
1304445301,,PRESENT,1956-06-10,,162.0,162.0,1956.0,6.0,10.0,,,,NORTH_AMERICA,US,Oregon,Wallowa,,near cement bridge crossing West Fork of the Lostine River.,,,,,45.2312,-117.3624,,,,,,True,False,False
1304445300,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Hoodoo Butte-Hickman,,,,,44.4019,-121.8831,,,,,,True,False,False
1304445299,,PRESENT,1941-07-23,,204.0,204.0,1941.0,7.0,23.0,,subalpine forest; mountain slope; gravelly loam; full sun; w. exposure; moderate moisture.,,NORTH_AMERICA,US,Oregon,Linn,,Carpenter Mt.,,,,,44.2763,-122.138,,,,,,True,False,False
1304445298,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Cone Peak-Hickman,,,,,44.4103,-122.1325,,,,,,True,False,False
1304445297,,PRESENT,1995,,,,1995.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Tire Mountain,,,,,43.8316,-122.4998,,,,,,True,False,False
1304445296,,PRESENT,2005-08,,,,2005.0,8.0,,,,,NORTH_AMERICA,US,Oregon,Lane,,Meadows at Headwaters of French Pete Creek,,,,,43.9805,-122.01,,,,,,True,False,False
1304445295,,PRESENT,2003,,,,2003.0,,,,,,NORTH_AMERICA,US,Oregon,Marion,,Opal Lake and Trail,,,,,44.7935,-122.2232,,,,,,True,False,False
1304445294,,PRESENT,1914-07-09,,190.0,190.0,1914.0,7.0,9.0,,,,NORTH_AMERICA,US,Oregon,Linn,,mouth of Smith R.,,,,,44.2768,-122.0489,,,,,,True,False,False
1304445293,,PRESENT,2008,,,,2008.0,,,,,,NORTH_AMERICA,US,Oregon,Douglas,,Bradley Lake,,,,,43.4041,-122.4751,,,,,,True,False,False
1304445292,,PRESENT,1997-08-06,,218.0,218.0,1997.0,8.0,6.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,Doe Creek; 02S 09E 12 and 02S 10E 7 NW,,,,,45.4105,-121.6114,,,,,,True,False,False
1304445291,,PRESENT,2006-06,,,,2006.0,6.0,,,,,NORTH_AMERICA,US,Oregon,Linn,,Patjens Lake Loop Trail 3395,,,,,44.3679,-121.8809,,,,,,True,False,False
1304445290,,PRESENT,2005-08-25,,237.0,237.0,2005.0,8.0,25.0,,,,NORTH_AMERICA,US,Oregon,Multnomah,,Bull Run Watershed: intersection of roads 20 and 2000101,,,,,45.5287,-122.0471,,,,,,True,False,False
1304445289,,PRESENT,1982-09-09,,252.0,252.0,1982.0,9.0,9.0,,margin of Rd. 042 along N slope.,,NORTH_AMERICA,US,Oregon,Clackamas,,"Mt. Hood National Forest, Columbia Gorge Ranger Dist., Bull Run Mgmt. Area; Rd. 042 along N slope above Middle Goodfellow Lake, 10 yds from Rd. 16.",,,,,45.4287,-121.9681,,,,,,True,False,False
1304445288,,PRESENT,1944-06-24,,176.0,176.0,1944.0,6.0,24.0,,subalpine forest; south slopes about summit; rocky moist loam.,,NORTH_AMERICA,US,Oregon,Lane,,Fairview Pk.,,,,,43.5902,-122.6526,,,,,,True,False,False
1304445287,,PRESENT,1996,,,,1996.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,William''s Lake: NPSO Field Trip,,,,,45.1068,-122.2837,,,,,,True,False,False
1304445286,,PRESENT,1993-09-29,,272.0,272.0,1993.0,9.0,29.0,,gravelly seep in clearcut.,,NORTH_AMERICA,US,Oregon,Douglas,,"Spur road 965 s. of Black Rock, Umpqua National Forest.",,,,,43.1468,-122.4673,,,,,,True,False,False
1304445285,,PRESENT,1934-04-08,,98.0,98.0,1934.0,4.0,8.0,,,,NORTH_AMERICA,US,Oregon,Lane,,halfway up McKenzie Pass.,,,,,44.2473,-121.838,,,,,,True,False,False
1304445284,,PRESENT,1993-09-08,,251.0,251.0,1993.0,9.0,8.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,near Cathedral Ridge; 01S 08E 35 and 02S 08E 02,,,,,45.4316,-121.7916,,,,,,True,False,False
1304445283,,PRESENT,1997-07-30,,211.0,211.0,1997.0,7.0,30.0,,,,NORTH_AMERICA,US,Oregon,Wasco,,High Prairie to Lookout Mtn. trail,,,,,45.3266,-121.4856,,,,,,True,False,False
1304445282,,PRESENT,1949-06-28,,179.0,179.0,1949.0,6.0,28.0,,"Sheltered slope. E 15 degrees. On Quartez diorite, Pseudotsuga-Chamaecyparis for",,NORTH_AMERICA,US,Oregon,Josephine,,"Grayback Cr., Siskiyou Mts",,,,,42.1349,-123.357,,,,,,True,False,False
1304445281,,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,Woods.,,NORTH_AMERICA,US,Oregon,Hood River,,"Along the East Fork Hood River, near Sherwood Forest Camp, Mount Hood National Forest.",,,,,45.3955,-121.5739,,,,,,True,False,False
1304445280,,PRESENT,1940-08-29,,242.0,242.0,1940.0,8.0,29.0,,coniferous woods.,,NORTH_AMERICA,US,Oregon,Lane,,Three Sisters Wilderness; below Sunshine Shelter on Obsidian Trail.,,,,,44.1613,-121.8902,,,,,,True,False,False
1304445279,,PRESENT,2003-07-24,,205.0,205.0,2003.0,7.0,24.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Mirror Lake Trail #664,,,,,45.3004,-121.7929,,,,,,True,False,False
1304445278,,PRESENT,1985-08-31,,243.0,243.0,1985.0,8.0,31.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Fuji Mountain and trail,,,,,43.6489,-122.1111,,,,,,True,False,False
1304445277,,PRESENT,2005,,,,2005.0,,,,,,NORTH_AMERICA,US,Oregon,Douglas,,Fish Creek Valley,,,,,43.1052,-122.4104,,,,,,True,False,False
1304445276,,PRESENT,1918-07-20,,201.0,201.0,1918.0,7.0,20.0,,,,NORTH_AMERICA,US,Oregon,Klamath,,Crater Lake National Park.,,,,,42.8997,-122.1328,,,,,,True,False,False
1304445275,,PRESENT,,,,,,,,,,,NORTH_AMERICA,US,Oregon,Marion,,Cheat Creek - Wildcheat Meadows,,,,,44.7149,-121.9043,,,,,,True,False,False
1304445274,,PRESENT,1998,,,,1998.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,07S 07E 04,,,,,44.9899,-121.958,,,,,,True,False,False
1304445273,,PRESENT,1999-08,,,,1999.0,8.0,,,,,NORTH_AMERICA,US,Oregon,Lane,,Bohemia Mountain and Fairview Peak,,,,,43.5866,-122.6575,,,,,,True,False,False
1304445272,,PRESENT,2004-07-21,,203.0,203.0,2004.0,7.0,21.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Giustina Road Extension,,,,,44.2042,-122.3742,,,,,,True,False,False
1304445271,,PRESENT,1939-07-18,,199.0,199.0,1939.0,7.0,18.0,,mountain slope; Douglas fir forest (middle montane); rocks; open; n. exposure; dry.,,NORTH_AMERICA,US,Oregon,Lane,,Gold Hill.,,,,,44.209,-122.3673,,,,,,True,False,False
1304445270,,PRESENT,1996-07-01,,183.0,183.0,1996.0,7.0,1.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,East Barlow Butte; 03S 09E 28 SE SE,,,,,45.2751,-121.6667,,,,,,True,False,False
1304445269,,PRESENT,2005-08-11,,223.0,223.0,2005.0,8.0,11.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Meadow 65; Southeast of Vivian Lake,,,,,43.5755,-122.1411,,,,,,True,False,False
1304445268,,PRESENT,1995,,,,1995.0,,,,,,NORTH_AMERICA,US,Oregon,Jackson,,Jackson Co. 33S 3E 25,,,,,42.6746,-122.4151,,,,,,True,False,False
1304445267,,PRESENT,2004,,,,2004.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,"Alpine Trail, including Buckhead Mountain",,,,,43.8171,-122.4996,,,,,,True,False,False
1304445266,,PRESENT,1998,,,,1998.0,,,,,,NORTH_AMERICA,US,Oregon,Wasco,,"near Pinhead Buttes; 07S 08E Sec 13, 14, and 24",,,,,44.9536,-121.7742,,,,,,True,False,False
1304445265,,PRESENT,2008-07-23,,205.0,205.0,2008.0,7.0,23.0,,,,NORTH_AMERICA,US,Oregon,Douglas,,Clearwater Falls,,,,,43.248,-122.2294,,,,,,True,False,False
1304445264,,PRESENT,1991,,,,1991.0,,,,"forest, herbland, shrubland",,NORTH_AMERICA,US,Oregon,Lane,,McKenzie Pass RNA,,,,,44.2352,-121.8235,,,,,,True,False,False
1304445263,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Browder Ridge-Hickman,,,,,44.3711,-122.1028,,,,,,True,False,False
1304445262,,PRESENT,1922-07-25,,206.0,206.0,1922.0,7.0,25.0,,,,NORTH_AMERICA,US,Oregon,Klamath,,Odell Lake.,,,,,43.5731,-121.9972,,,,,,True,False,False
1304445261,,PRESENT,1997-07-15,,196.0,196.0,1997.0,7.0,15.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,Lake Branch; 01N 08E Sec 26 SE and 35 N 1/2 of N 1/2,,,,,45.5343,-121.7868,,,,,,True,False,False
1304445260,,PRESENT,1971,,,,1971.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Butte Creek,,,,,45.0057,-122.5696,,,,,,True,False,False
1304445259,,PRESENT,2005-08,,,,2005.0,8.0,,,,,NORTH_AMERICA,US,Oregon,Lane,,Southeast side of Upper Happy Lake,,,,,43.539,-122.1941,,,,,,True,False,False
1304445258,,PRESENT,1979-06-30,,181.0,181.0,1979.0,6.0,30.0,,"in woods of Abies grandis, Calocedrus decurrens.",,NORTH_AMERICA,US,Oregon,Douglas,,"Rogue/Umpqua Divide, between Neal Springs and Huckleberry Gap, ca. 4 mi. s.w. of Abbott Butte.",,,,,42.911,-122.5878,,,,,,True,False,False
1304445257,,PRESENT,2003-07-12,,193.0,193.0,2003.0,7.0,12.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Horsepasture Mt.,,,,,44.1209,-122.091,,,,,,True,False,False
1304445256,,PRESENT,1968,,,,1968.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Rebel Rock-Hickman,,,,,43.9856,-122.1081,,,,,,True,False,False
1304445255,,PRESENT,2008-07-11,,193.0,193.0,2008.0,7.0,11.0,,,,NORTH_AMERICA,US,Oregon,Douglas,,Watson Creek day use area,,,,,43.2456,-122.3918,,,,,,True,False,False
1304445254,,PRESENT,1979-07-28,,209.0,209.0,1979.0,7.0,28.0,,forest,,NORTH_AMERICA,US,Oregon,Lane,,Moss Mtn. Chamaecyparis plot 2,,,,,43.5818,-122.2657,,,,,,True,False,False
1304445253,,PRESENT,1979-06-14,,165.0,165.0,1979.0,6.0,14.0,,forest,,NORTH_AMERICA,US,Oregon,Linn,,Wildcat Mtn. Chamaecyparis plot 3,,,,,44.3496,-122.1162,,,,,,True,False,False
1304445252,,PRESENT,2000,,,,2000.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Castle Rock: Harvey,,,,,44.1482,-122.2108,,,,,,True,False,False
1304445251,,PRESENT,1993,,,,1993.0,,,,,,NORTH_AMERICA,US,Oregon,Marion,,TNC/Frauendiener Grassland,,,,,44.8406,-122.7663,,,,,,True,False,False
1304445250,,PRESENT,1993,,,,1993.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Jackpot Meadow (Mt. Hood NF),,,,,45.2049,-121.7725,,,,,,True,False,False
1304445249,,PRESENT,1893-08-09,,221.0,221.0,1893.0,8.0,9.0,,,,NORTH_AMERICA,US,Oregon,Clackamas or Hood River,,Mt. Hood,,,,,45.4537,-121.6681,,,,,,True,False,False
1304445248,,PRESENT,2004,,,,2004.0,,,,,,NORTH_AMERICA,US,Oregon,Jefferson or Marion,,"Pacific Crest Trail, Breitenbush Lake to Park Ridge",,,,,44.7492,-121.8171,,,,,,True,False,False
1304445247,,PRESENT,1939-07-18,,199.0,199.0,1939.0,7.0,18.0,,Douglas Fir forest (Middle Montane); high ridge; coarse loam; partial shade; exposure n.e.; moderate moisture.,,NORTH_AMERICA,US,Oregon,Lane,,Gold Hill.,,,,,44.2111,-122.3841,,,,,,True,False,False
1304445246,,PRESENT,2004-06-26,,178.0,178.0,2004.0,6.0,26.0,,,,NORTH_AMERICA,US,Oregon,Union,,North Fork Catherine Creek Trail,,,,,45.1733,-117.6121,,,,,,True,False,False
1304445245,,PRESENT,1935-07-19,,200.0,200.0,1935.0,7.0,19.0,,,,NORTH_AMERICA,US,Oregon,Lane,,"Three Sisters Area; near Frog Camp, trail to Sisters.",,,,,44.2031,-121.8694,,,,,,True,False,False
1304445244,,PRESENT,2005-08-11,,223.0,223.0,2005.0,8.0,11.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Meadow 64; Southeast of Vivian Lake,,,,,43.579,-122.1434,,,,,,True,False,False
1304445243,,PRESENT,1979-06-28,,179.0,179.0,1979.0,6.0,28.0,,forest,,NORTH_AMERICA,US,Oregon,Linn,,Gate Creek Trail Chamaecyparis plot,,,,,44.3707,-122.0547,,,,,,True,False,False
1304445242,,PRESENT,1992-05-24,,145.0,145.0,1992.0,5.0,24.0,,"shaded moist roadside; dry to moist soils, 10% slope, S aspect.",,NORTH_AMERICA,US,Oregon,Josephine,,ca. 1.5 mi SE along Thompson Ridge Road (Forest Service Rd. 19N01) from Tannen Lake Rd (#041); just E of trailhead into Red Butte Wilderness and just W and below Tanner Mt; S and ca. 1000ft above Tanner Lake; Klamath National Forest.,,,,,42.0047,-123.4157,,,,,,True,False,False
1304445241,,PRESENT,1997-05-15,,135.0,135.0,1997.0,5.0,15.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,"near Old Maid Flat; 02S 08E Sec 15, 20, 21",,,,,45.3846,-121.8327,,,,,,True,False,False
1304445240,,PRESENT,1992,,,,1992.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Lamb Butte SIA,,,,,44.0673,-122.0859,,,,,,True,False,False
1304445239,,PRESENT,1914-07-02,,183.0,183.0,1914.0,7.0,2.0,,,,NORTH_AMERICA,US,Oregon,Lane,,N. slope of Horse Pasture Mt.; 18 mi. SE. of McKenzie Bridge.,,,,,44.1227,-122.0878,,,,,,True,False,False
1304445238,,PRESENT,2003,,,,2003.0,,,,,,NORTH_AMERICA,US,Oregon,Linn,,Coffin Mountain: Harvey,,,,,44.6179,-122.0424,,,,,,True,False,False
1304445237,,PRESENT,1998,,,,1998.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Horsepasture Mountain: Harvey,,,,,44.1071,-122.091,,,,,,True,False,False
1304445236,,PRESENT,1994-08-10,,222.0,222.0,1994.0,8.0,10.0,,,,NORTH_AMERICA,US,Oregon,Linn,,Route to Echo Basin Meadow,,,,,44.4127,-122.086,,,,,,True,False,False
1304445235,,PRESENT,1999,,,,1999.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Lamb Butte/ The Potholes,,,,,44.0781,-122.0708,,,,,,True,False,False
1304445234,,PRESENT,1995-07-23,,204.0,204.0,1995.0,7.0,23.0,,under a clump of Abies lasiocarpa.,,NORTH_AMERICA,US,Oregon,Linn,,"Hoodoo Butte, a few hundred yds. up road to top of Butte and a few yds. off road.",,,,,44.4055,-121.8757,,,,,,True,False,False
1304445233,,PRESENT,2006-06-27,,178.0,178.0,2006.0,6.0,27.0,,,,NORTH_AMERICA,US,Oregon,Jefferson,,Cabot Lake Trail,,,,,44.5795,-121.7579,,,,,,True,False,False
1304445232,,PRESENT,1915-08-30,,242.0,242.0,1915.0,8.0,30.0,,along E. Pine Cr.,,NORTH_AMERICA,US,Oregon,Baker,,along E. Pine Cr. 3 mi. NE. of Cornucopia.,,,,,45.0392,-117.1483,,,,,,True,False,False
1304445231,,PRESENT,2000-07-15,,197.0,197.0,2000.0,7.0,15.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,Mount Hood Wilderness Trails #627 to #600 to McNeil Point,,,,,45.4017,-121.7598,,,,,,True,False,False
1304445230,,PRESENT,1991-07-27,,208.0,208.0,1991.0,7.0,27.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,03S 09E 35 SE,,,,,45.2615,-121.6296,,,,,,True,False,False
1304445229,,PRESENT,1992,,,,1992.0,,,,,,NORTH_AMERICA,US,Oregon,Lane,,Hidden and Lulu Lakes SIA,,,,,44.0158,-122.2239,,,,,,True,False,False
1304445228,,PRESENT,1929-07-13,,194.0,194.0,1929.0,7.0,13.0,,coniferous forest.,,NORTH_AMERICA,US,Oregon,Jackson,,"near Rabbit Ears, upper waters of Rogue River.",,,,,42.9876,-122.3985,,,,,,True,False,False
1304445227,,PRESENT,1998,,,,1998.0,,,,,,NORTH_AMERICA,US,Oregon,Clackamas,,"07S 07E 05, 6310-230 spur",,,,,44.9899,-121.9783,,,,,,True,False,False
1304445226,,PRESENT,1987-07-25,,206.0,206.0,1987.0,7.0,25.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,Barlow Butte-Barlow Ridge,,,,,45.2794,-121.6756,,,,,,True,False,False
1304445225,,PRESENT,2002-06-30,,181.0,181.0,2002.0,6.0,30.0,,,,NORTH_AMERICA,US,Oregon,Lane,,Saddleblanket Mountain,,,,,43.8921,-122.5141,,,,,,True,False,False
1304445224,,PRESENT,1996-09-18,,262.0,262.0,1996.0,9.0,18.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,"05S 08E 32, 5810-140 spur",,,,,45.0932,-121.8567,,,,,,True,False,False
1304445223,,PRESENT,2003-08-14,,226.0,226.0,2003.0,8.0,14.0,,,,NORTH_AMERICA,US,Oregon,Linn,,Hoodoo Ski Area Alpine Slide,,,,,44.4092,-121.8757,,,,,,True,False,False
1304445222,,PRESENT,1992-05-01,,122.0,122.0,1992.0,5.0,1.0,,,,NORTH_AMERICA,US,Oregon,Clackamas,,outlet of Dinger Creek; 05S 08E 23,,,,,45.1236,-121.8045,,,,,,True,False,False
1304445221,,PRESENT,1997-08-11,,223.0,223.0,1997.0,8.0,11.0,,,,NORTH_AMERICA,US,Oregon,Hood River,,Doe Creek near road 3510,,,,,45.4336,-121.5824,,,,,,True,False,False
