reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues
,PRESENT,1973-07-02,,183.0,183.0,1973.0,7.0,2.0,1973 Jul 02,on rockslide,,NORTH_AMERICA,CA,British Columbia,,,"Slide overlooking Meager Creek, ca. 1 mile above its junction with Lillooet River","Canada; British Columbia; Slide overlooking Meager Creek, ca. 1 mile above its junction with Lillooet River",,,,,,,,1973-01-01T00:00:00,,,False,False
,PRESENT,1960-07-04,,186.0,186.0,1960.0,7.0,4.0,1960 Jul 04,"rocky opening with Menziesia, Phyllodoce",,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour,Canada; British Columbia; Mount Seymour,3200 ft,,,,,,,2013-01-01T00:00:00,,,False,False
,PRESENT,1958-09-28,,271.0,271.0,1958.0,9.0,28.0,1958 Sep 28,,,NORTH_AMERICA,CA,British Columbia,,,"Vancouver, Mount Seymour","Canada; British Columbia; Vancouver, Mount Seymour",3800 ft,,,,,,,1959-01-01T00:00:00,,,False,False
,PRESENT,1965-08-29,,241.0,241.0,1965.0,8.0,29.0,1965 Aug 29,glacial moraines,,NORTH_AMERICA,CA,British Columbia,,,"Garibaldi Park, Sentinel glacier foreland","Canada; British Columbia; Garibaldi Park, Sentinel glacier foreland",5000 ft,,,,,,,1965-01-01T00:00:00,,,False,False
,PRESENT,1958-07-04,,185.0,185.0,1958.0,7.0,4.0,1958 Jul 04,,,NORTH_AMERICA,CA,British Columbia,,,"Arrow Park, Makison Flats","Canada; British Columbia; Arrow Park, Makison Flats",2100 ft,,,,,,,1964-01-01T00:00:00,,,False,False
,PRESENT,1957-08-02,,214.0,214.0,1957.0,8.0,2.0,1957 Aug 02,"damp edge of meadow, semi-shade",,NORTH_AMERICA,CA,British Columbia,,,"Flathead, 3 Mile Lake","Canada; British Columbia; Flathead, 3 Mile Lake",4800 ft,,,,,,,2013-01-01T00:00:00,,,False,False
,PRESENT,,,,,,,,1938-1945,,,NORTH_AMERICA,CA,British Columbia,,,Hope-Princeton area,Canada; British Columbia; Hope-Princeton area,5000-6500 ft,,,,,,,1961-01-01T00:00:00,,,False,False
,PRESENT,1967-08-17,,229.0,229.0,1967.0,8.0,17.0,1967 Aug 17,,,NORTH_AMERICA,CA,British Columbia,,,"Garibaldi Park, Warren glacier foreland","Canada; British Columbia; Garibaldi Park, Warren glacier foreland",5000 ft,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1967-06-17,,168.0,168.0,1967.0,6.0,17.0,1967 Jun 17,Picea glauca -  Gymnocarpium dryopteris site,,NORTH_AMERICA,CA,British Columbia,,,McLeod Lake,Canada; British Columbia; Mcleod Lake,2000-2500 ft,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1992-07-22,,204.0,204.0,1992.0,7.0,22.0,1992 Jul 22,roadside banks in Abies forest,,NORTH_AMERICA,US,California,,,"near summit of o'brien-happy camp road, at junction of bolan lake road, del norte County","United States; California; near summit of o'brien-happy camp road, at junction of bolan lake road, del norte County",,,,,,,,,,,False,False
,PRESENT,,,,,,,,1949 Jul,,,NORTH_AMERICA,US,Washington,,,Stevens Pass,United States; Washington; stevens pass,,,,,,,,,,,False,False
,PRESENT,1949-09-08,,251.0,251.0,1949.0,9.0,8.0,1949 Sep 08,open mountain side facing north,,NORTH_AMERICA,CA,British Columbia,,,near Hope,Canada; British Columbia; near Hope,5000 ft,,,,,,,1949-01-01T00:00:00,,,False,False
,PRESENT,1987-06-24,,175.0,175.0,1987.0,6.0,24.0,1987 Jun 24,Edge of tall conifer forest,,NORTH_AMERICA,CA,British Columbia,,,"North northeast  of Whistler, 800 m north of railway crossing at green river siding, on a high side (east) of the road.","Canada; British Columbia; North northeast  of Whistler, 800 m north of railway crossing at green river siding, on a high side (east) of the road.",500 m,,,,,,,1987-01-01T00:00:00,,,False,False
,PRESENT,1954-06-19,,170.0,170.0,1954.0,6.0,19.0,1954 Jun 19,under sugar pine,,NORTH_AMERICA,US,Oregon,,,rogue river valley,United States; Oregon; rogue river valley,,,,,,,,,,,False,False
,PRESENT,1959-06-25,,176.0,176.0,1959.0,6.0,25.0,1959 Jun 25,coniferous woods close to the lodge,,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour,Canada; British Columbia; Mount Seymour,,,,,,,,1959-01-01T00:00:00,,,False,False
,PRESENT,1958-06-20,,171.0,171.0,1958.0,6.0,20.0,1958 Jun 20,,,NORTH_AMERICA,US,Idaho,,,lookout pass,United States; Idaho; lookout pass,1444 m,,,,,,,,,,False,False
,PRESENT,,,,,,,,1951 Jul,roadside through pine woods,,NORTH_AMERICA,CA,British Columbia,,,"Manning Park, Lightning Lakes Road","Canada; British Columbia; Manning Park, Lightning Lakes Road",4200 ft,,,,,,,1961-01-01T00:00:00,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,1955 Jul 13,among scattered trees in spruce-fir zone,,NORTH_AMERICA,US,Montana,,,"Missoula County, north of upper Holland Lake, swan range, ca. 80 miles northeast of Missoula, township 30 n, r15w, s. 29","United States; Montana; Missoula County, north of upper Holland Lake, swan range, ca. 80 miles northeast of Missoula, township 30 n, r15w, s. 29",2286 m,,,,,,,,,,False,False
,PRESENT,1958-07-04,,185.0,185.0,1958.0,7.0,4.0,1958 Jul 04,,,NORTH_AMERICA,CA,British Columbia,,,"Arrow Park, Fisher creek","Canada; British Columbia; Arrow Park, Fisher creek",2100 ft,,,,,,,1964-01-01T00:00:00,,,False,False
,PRESENT,1952-08-26,,239.0,239.0,1952.0,8.0,26.0,1952 Aug 26,dry podzol soil,,NORTH_AMERICA,CA,British Columbia,,,"Kitsumgallum River, north of Luncheon Creek","Canada; British Columbia; Kitsumgallum River, north of Luncheon Creek",,,,,,,,1952-01-01T00:00:00,,,False,False
,PRESENT,1970-07-28,,209.0,209.0,1970.0,7.0,28.0,1970 Jul 28,fine particled soil with few boulders,,NORTH_AMERICA,CA,British Columbia,,,"Hope slide, 10-15 miles southeast of Hope","Canada; British Columbia; Hope slide, 10-15 miles southeast of Hope",,,,,,,,1970-01-01T00:00:00,,,False,False
,PRESENT,1947-08-05,,217.0,217.0,1947.0,8.0,5.0,1947 Aug 05,,,NORTH_AMERICA,CA,British Columbia,,,"Columbia-Shuswap Regional District, Mt. Revelstoke National Park, Mt. Revelstoke","Canada; British Columbia; Columbia-Shuswap Regional District, Mt. Revelstoke National Park, Mt. Revelstoke",6100 ft,,,,,,,1947-01-01T00:00:00,,,False,False
,PRESENT,2003-07-25,,206.0,206.0,2003.0,7.0,25.0,2003 Jul 25,"Shady woods nearest to lake; dominant trees: Silver fir, Mountain hemlock, Subalpine fir, Engelman",,NORTH_AMERICA,US,Washington,,,"Chelan County, Okanogan National Forest. Rainy Lake Outlet","United States; Washington; Chelan County, Okanogan National Forest. Rainy Lake Outlet",1527 m/5010 ft,,,,,,,2005-01-01T00:00:00,,,False,False
,PRESENT,1953-07-07,,188.0,188.0,1953.0,7.0,7.0,1953 Jul 07,,,NORTH_AMERICA,CA,British Columbia,,,"Columbia-Shuswap Regional District, 33 miles north of Revelstoke, by Mars Creek","Canada; British Columbia; Columbia-Shuswap Regional District, 33 miles north of Revelstoke, by Mars Creek",,,,,,,,1953-01-01T00:00:00,,,False,False
,PRESENT,1964-08-15,,228.0,228.0,1964.0,8.0,15.0,1964 Aug 15,logged forest beside the highway,,NORTH_AMERICA,CA,British Columbia,,,"Columbia-Shuswap Regional District, 20 miles east of Revelstoke, Illecillewaet River border, on border of Glacier National Park","Canada; British Columbia; Columbia-Shuswap Regional District, 20 miles east of Revelstoke, Illecillewaet River border, on border of Glacier National Park",,,,,,,,1965-01-01T00:00:00,,,False,False
,PRESENT,1958-07-31,,212.0,212.0,1958.0,7.0,31.0,1958 Jul 31,open Abies-Picea woods,,NORTH_AMERICA,CA,British Columbia,,,"Wells area, Mount Wylie road","Canada; British Columbia; Wells area, Mount Wylie road",4250 ft,,,,,,,1961-01-01T00:00:00,,,False,False
,PRESENT,1949-08-15,,227.0,227.0,1949.0,8.0,15.0,1949 Aug 15,,,NORTH_AMERICA,CA,British Columbia,,,"Emerald Lake, trail that runs along east shore of Burges Pass","Canada; British Columbia; Emerald Lake, trail that runs along east shore of Burges Pass",,,,,,,,1949-01-01T00:00:00,,,False,False
,PRESENT,,,,,,,,1936 Aug,upper montane forest,,NORTH_AMERICA,CA,British Columbia,,,"Thompson-Nicola Regional District, Tranquille Range, near Kamloops","Canada; British Columbia; Thompson-Nicola Regional District, Tranquille Range, near Kamloops",1936,,,,,,,1936-01-01T00:00:00,,,False,False
,PRESENT,1938-06-19,,170.0,170.0,1938.0,6.0,19.0,1938 Jun 19,,,NORTH_AMERICA,CA,British Columbia,,,Nelson. Athabasca Mill,Canada; British Columbia; Nelson. Athabasca Mill,4000 ft,,,,,,,1938-01-01T00:00:00,,,False,False
,PRESENT,1967-07-30,,211.0,211.0,1967.0,7.0,30.0,1967 Jul 30,forest-rangeland - overgrazed,,NORTH_AMERICA,CA,British Columbia,,,between Horsefly and Crooked Lake,Canada; British Columbia; between Horsefly and Crooked Lake,,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1943-06-09,,160.0,160.0,1943.0,6.0,9.0,1943 Jun 09,"bank of Kicking Horse River,",,NORTH_AMERICA,CA,British Columbia,,,"near entrance to Yoho Valley road, Yoho National Park","Canada; British Columbia; near entrance to Yoho Valley road, Yoho National Park",,,,,,,,1958-01-01T00:00:00,,,False,False
,PRESENT,1958-06-14,,165.0,165.0,1958.0,6.0,14.0,1958 Jun 14,,,NORTH_AMERICA,US,Oregon,,,blue Mts.,United States; Oregon; blue Mts.,,,,,,,,,,,False,False
,PRESENT,1967-08-03,,215.0,215.0,1967.0,8.0,3.0,1967 Aug 03,,,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour Provincial Park,Canada; British Columbia; Mount Seymour Provincial Park,,,,,,,,2013-01-01T00:00:00,,,False,False
,PRESENT,1958-07-26,,207.0,207.0,1958.0,7.0,26.0,1958 Jul 26,beside road under Picea-Abies forest,,NORTH_AMERICA,CA,British Columbia,,,"Wells area, Stout's Gulch","Canada; British Columbia; Wells area, Stout's Gulch",,,,,,,,1961-01-01T00:00:00,,,False,False
,PRESENT,1987-07-15,,196.0,196.0,1987.0,7.0,15.0,1987 Jul 15,On moist well drained mineral soil under Engelmann Spruce - Alpine Fir,,NORTH_AMERICA,CA,British Columbia,,,Glenogle Creek,Canada; British Columbia; Glenogle Creek,,,,,,,,1987-01-01T00:00:00,,,False,False
,PRESENT,1967-08-03,,215.0,215.0,1967.0,8.0,3.0,1967 Aug 03,,,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour Provincial Park,Canada; British Columbia; Mount Seymour Provincial Park,,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1962-06-21,,172.0,172.0,1962.0,6.0,21.0,1962 Jun 21,,,NORTH_AMERICA,CA,British Columbia,,,Galena,Canada; British Columbia; Galena,,,,,,,,1962-01-01T00:00:00,,,False,False
,PRESENT,1959-06-11,,162.0,162.0,1959.0,6.0,11.0,1959 Jun 11,"coniferous wood, Rhododendron plateau",,NORTH_AMERICA,CA,British Columbia,,,Manning Park,Canada; British Columbia; Manning Park,,,,,,,,1959-01-01T00:00:00,,,False,False
,PRESENT,1958-08-03,,215.0,215.0,1958.0,8.0,3.0,1958 Aug 03,Pinus-Picea woods,,NORTH_AMERICA,CA,British Columbia,,,"Wells area, Two Sisters Trail","Canada; British Columbia; Wells area, Two Sisters Trail",4300 ft,,,,,,,,,,False,False
,PRESENT,1914-08-05,,217.0,217.0,1914.0,8.0,5.0,1914 Aug 05,Coast,,NORTH_AMERICA,CA,British Columbia,,,"Coast area, Garibaldi, Black Tusk Slopes","Canada; British Columbia; Coast area, Garibaldi, Black Tusk slopes",,,,,,,,1949-01-01T00:00:00,,,False,False
,PRESENT,1967-06-09,,160.0,160.0,1967.0,6.0,9.0,1967 Jun 09,Pinus contorta stand,,NORTH_AMERICA,CA,British Columbia,,,10 miles north of Summit Lake on Hart Highway,Canada; British Columbia; 10 miles north of Summit Lake on Hart Highway,2000-2500 ft,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1967-08-03,,215.0,215.0,1967.0,8.0,3.0,1967 Aug 03,,,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour Provincial Park,Canada; British Columbia; Mount Seymour provincial park,,,,,,,,1967-01-01T00:00:00,,,False,False
,PRESENT,1969-07-12,,193.0,193.0,1969.0,7.0,12.0,1969 Jul 12,"gritty overdrained soil on edge of & in gullies between piles of large boulders. overstory thin mature Larix occidentalis; scattered undersized Populus tremuloides, Ribes lacustre, Lonicera involucrata, Rubus ideaus,much linnaea, Vaccinium scoparium; grass & herbs",,NORTH_AMERICA,CA,British Columbia,,,7 miles south of Lumby on Nicklen Lake road 1 mile north northeast of Nicklen Lake,Canada; British Columbia; 7 miles south of Lumby on Nicklen Lake road 1 mile north northeast of Nicklen Lake,1356 m,,,,,,,1969-01-01T00:00:00,,,False,False
,PRESENT,1982-06-23,,174.0,174.0,1982.0,6.0,23.0,1982 Jun 23,in Picea glauca/Abies lasiocarpa woods.,,NORTH_AMERICA,CA,British Columbia,,,east of takatoot l.,Canada; British Columbia; east of Takatoot L.,,,,,,,,1982-01-01T00:00:00,,,False,False
,PRESENT,1958-07-06,,187.0,187.0,1958.0,7.0,6.0,1958 Jul 06,,,NORTH_AMERICA,CA,British Columbia,,,"Burton, Caribou Creek Road","Canada; British Columbia; Burton, Caribou Creek Road",,,,,,,,1964-01-01T00:00:00,,,False,False
,PRESENT,1967-07-21,,202.0,202.0,1967.0,7.0,21.0,1967 Jul 21,,,NORTH_AMERICA,CA,British Columbia,,,Parsnip River Valley,Canada; British Columbia; Parsnip River Valley,2000-2500 ft,,,,,,,2013-01-01T00:00:00,,,False,False
,PRESENT,1966-08-04,,216.0,216.0,1966.0,8.0,4.0,1966 Aug 04,glacial moraines,,NORTH_AMERICA,CA,British Columbia,,,Garibaldi Park. Sphinx glacier foreland,Canada; British Columbia; Garibaldi Park. Sphinx glacier foreland,5000 ft,,,,,,,1966-01-01T00:00:00,,,False,False
,PRESENT,,,,,,,,1958 Oct,,,NORTH_AMERICA,CA,British Columbia,,,Mount Seymour,Canada; British Columbia; Mount Seymour,,,,,,,,1959-01-01T00:00:00,,,False,False
,PRESENT,1943-08-01,,213.0,213.0,1943.0,8.0,1.0,1943 Aug 01,in woods,,NORTH_AMERICA,CA,British Columbia,,,"Mount Stephen area, Yoho National Park, near bridge to Yoho Valley","Canada; British Columbia; Mount Stephen area, Yoho National Park, near bridge to Yoho Valley",,,,,,,,1947-01-01T00:00:00,,,False,False
,PRESENT,1969-05-26,,146.0,146.0,1969.0,5.0,26.0,1969 May 26,,,NORTH_AMERICA,CA,Alberta,,,"Mt. richards, northeast of 60 degree slope, Waterton Lakes National Park","Canada; Alberta; Mt. richards, northeast of 60 degree slope, Waterton Lakes National Park",1524 m,,,,,,,,,,False,False
,PRESENT,1937-07-28,,209.0,209.0,1937.0,7.0,28.0,1937 Jul 28,,,NORTH_AMERICA,CA,British Columbia,,,"Ainsworth, near Kootenay Florence mine","Canada; British Columbia; Ainsworth, near Kootenay Florence mine",,,,,,,,1937-01-01T00:00:00,,,False,False
,PRESENT,1957-06-08,,159.0,159.0,1957.0,6.0,8.0,1957 Jun 08,,,NORTH_AMERICA,CA,British Columbia,,,"Monashee Road above Inooklin Creek, just southeast of Banting Creek","Canada; British Columbia; Monashee Road above Inooklin Creek, just southeast of Banting Creek",3000 ft,,,,,,,2013-01-01T00:00:00,,,False,False
,PRESENT,1995-07-17,,198.0,198.0,1995.0,7.0,17.0,,Edge of spruce-fir forest with Alnus and Fragaria ,,NORTH_AMERICA,CA,British Columbia,,,Glacier National Park ; Selkirk Mts; Hwy 1  back of lodge at Roger's Pass ,,,,,,,,,,1341.0,,False,False
,PRESENT,1979-09-13,,256.0,256.0,1979.0,9.0,13.0,,Spruce-fir community. ,,,US,Utah,Cache,,Wasatch National Forest ; Bear River Range. ,,,,,,,,,,2499.0,,False,False
Fruit,PRESENT,1940-06-24,,176.0,176.0,1940.0,6.0,24.0,,Moist ravine,,,US,Idaho,Idaho,,Graves Pt.,,4500 ft,,,,,,,,1372.0,,False,True
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-03T00:00:00,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-25T00:00:00,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
