reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,geocoding_query
,PRESENT,1962-07-02,,183.0,183.0,1962.0,7.0,2.0,,"Slope 0-25%, south exposure; gray wooded soil; mountain slope; Ceanothus brushfield; associated with Ceanothus velutinus.",,,US,Montana,Missoula,,"Lolo National Forest: Wagon Mountain Road, ca 8 mi W of Graves Creek, 26 mi SW of Missoula.",,,,,,,,,,,,False,False,"Lolo National Forest: Wagon Mountain Road, ca 8 mi W of Graves Creek, 26 mi SW of Missoula., Missoula, Montana, US"
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,On 35% south facing slope.,,,US,Montana,Ravalli,,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.",,,,,,,,,,,,False,False,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby., Ravalli, Montana, US"
,PRESENT,1923-07-02,,183.0,183.0,1923.0,7.0,2.0,,Moderate south slope; gravelly loam soil.,,,US,Montana,,,Missoula National Forest: Montour Creek.,,,,,,,,,,,,False,False,"Missoula National Forest: Montour Creek., , Montana, US"
,PRESENT,1935-06-05,,156.0,156.0,1935.0,6.0,5.0,,,,,US,Montana,,,Glacier National Park: Headquarters.,,,,,,,,,,,,False,False,"Glacier National Park: Headquarters., , Montana, US"
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,On 35% south facing slope.,,,US,Montana,Ravalli,,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.",,,,,,,,,,,,False,False,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby., Ravalli, Montana, US"
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest; associated with Vaccinium sp (#1998 and 1999), Xerophyllum tenax.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby., Ravalli, Montana, US"
,PRESENT,1933-07-22,,203.0,203.0,1933.0,7.0,22.0,,Under spruce.,,,US,Montana,Missoula,,Copper Cliff.,,,,,,,,,,,,False,False,"Copper Cliff., Missoula, Montana, US"
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest; associated with Vaccinium sp (#1998 and 1999), Xerophyllum tenax.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby., Ravalli, Montana, US"
,PRESENT,1968-08-02,,215.0,215.0,1968.0,8.0,2.0,,"On 25% northeast facing slope, on forested mountainside.",,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.",,,,,,,,,,,,False,False,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula., Missoula, Montana, US"
,PRESENT,1962-06-26,,177.0,177.0,1962.0,6.0,26.0,,"50-60% northwest slope in ""Dog-hair"" lodgepole pine forest.",,,US,Montana,Missoula,,"Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula.",,,,,,,,,,,,False,False,"Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula., Missoula, Montana, US"
,PRESENT,1989-08-08,,220.0,220.0,1989.0,8.0,8.0,,Lodgepole pine forest with a groundlayer of Vaccinium scoparium and in more open areas with Trifolium haydenii.,,,US,Montana,Stillwater,,"Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge.",,,,,,,,,,,,False,False,"Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge., Stillwater, Montana, US"
,PRESENT,1928-06-29,,181.0,181.0,1928.0,6.0,29.0,,,,,US,South Dakota,Lawrence,,,,,,,,,,,,,,False,False,"Lawrence, South Dakota, US"
,PRESENT,1959-07-10,,191.0,191.0,1959.0,7.0,10.0,,Coniferous forest.,,,US,Wyoming,Teton,,Teton Pass.,,,,,,,,,,,,False,False,"Teton Pass., Teton, Wyoming, US"
,PRESENT,1995-08-16,,228.0,228.0,1995.0,8.0,16.0,,Roadside.,,,US,Wyoming,Teton,,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: road above Middle Fork Ditch Creek, ca 6 air mi N of Lower Slide Lake.",,,,,,,,,,,,False,False,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: road above Middle Fork Ditch Creek, ca 6 air mi N of Lower Slide Lake., Teton, Wyoming, US"
,PRESENT,1997-07-21,,202.0,202.0,1997.0,7.0,21.0,,"Douglas fir forest with Carex geyeri, Vaccinium membranaceum, and Antennaria racemosa.",,,US,Montana,Madison,,"Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak.",,,,,,,,,,,,False,False,"Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak., Madison, Montana, US"
,PRESENT,1933-06-11,,162.0,162.0,1933.0,6.0,11.0,,,,,US,Wyoming,Teton,,Teton Park.,,,,,,,,,,,,False,False,"Teton Park., Teton, Wyoming, US"
,PRESENT,1995-08-16,,228.0,228.0,1995.0,8.0,16.0,,Streamside.,,,US,Wyoming,Teton,,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: Carmichael Fork, Slate Creek; ca 4 air mi N of Crystal Creek Campground.",,,,,,,,,,,,False,False,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: Carmichael Fork, Slate Creek; ca 4 air mi N of Crystal Creek Campground., Teton, Wyoming, US"
,PRESENT,1997-07-28,,209.0,209.0,1997.0,7.0,28.0,,"Spruce-fir forest with Arnica latifolia, Carex geyeri, Vaccinium scoparium, and Thalictrum occidentale.",,,US,Montana,Gallatin,,"Gallatin Range: Gallatin National Forest: Hidden Lakes, 4 mi E of U.S. Hwy 191, ca 30 mi SSW of Bozeman.",,,,,,,,,,,,False,False,"Gallatin Range: Gallatin National Forest: Hidden Lakes, 4 mi E of U.S. Hwy 191, ca 30 mi SSW of Bozeman., Gallatin, Montana, US"
,PRESENT,1997-07-09,,190.0,190.0,1997.0,7.0,9.0,,"Whitebark pine and subalpine fir parkland with Phlox multiflora, Carex geyeri, and Erythronium grandiflorum.",,,US,Idaho,Fremont,,"Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson.",,,,,,,,,,,,False,False,"Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson., Fremont, Idaho, US"
,PRESENT,1992-06-22,,174.0,174.0,1992.0,6.0,22.0,,"East-facing slope in Engelmann spruce forest with Thalictrum occidentalis, Physocarpus malvaceus, Rubus parviflorus, and Linnaea borealis.",,,US,Montana,Gallatin,,[location and coordinates withheld],,,,,,,,,,,,False,False,"[location and coordinates withheld], Gallatin, Montana, US"
,PRESENT,2003-08-06,,218.0,218.0,2003.0,8.0,6.0,,"Mesic, mixed coniferous forest of spruce, fir, and lodgepole pine with Carex geyeri, Vaccinium scoparium, Orthilia secunda, and Chimaphila umbellata.",,,US,Wyoming,Teton,,"Yellowstone Plateau: Yellowstone National Park: along Mountain Ash Creek, 1/8-1/4 mi S of Union Falls, ca 6 mi NW of Grassy Lake Reservoir.",,,,,,,,,,,,False,False,"Yellowstone Plateau: Yellowstone National Park: along Mountain Ash Creek, 1/8-1/4 mi S of Union Falls, ca 6 mi NW of Grassy Lake Reservoir., Teton, Wyoming, US"
,PRESENT,2003-08-06,,218.0,218.0,2003.0,8.0,6.0,,"Lodgepole pine forest with some spruce and fir and with Carex geyeri, Vaccinium scoparium, and Vaccinium membranaceum.",,,US,Wyoming,Teton,,"Yellowstone Plateau: Yellowstone National Park: along trail to Union Falls, ca 1/4 mi N of the Falls River, ca 1 mi N of Grassy Lake Reservoir.",,,,,,,,,,,,False,False,"Yellowstone Plateau: Yellowstone National Park: along trail to Union Falls, ca 1/4 mi N of the Falls River, ca 1 mi N of Grassy Lake Reservoir., Teton, Wyoming, US"
,PRESENT,2001-08-18,,230.0,230.0,2001.0,8.0,18.0,,"Just below loop in lodgepole pine forest with Carex geyeri, Calamagrostis rubescens, and Fragaria virginiana.",,,US,Wyoming,Teton,,Yellowstone Plateau: Yellowstone National Park: along trail to Elephant Back Mountain.,,,,,,,,,,,,False,False,"Yellowstone Plateau: Yellowstone National Park: along trail to Elephant Back Mountain., Teton, Wyoming, US"
,PRESENT,2005-08-09,,221.0,221.0,2005.0,8.0,9.0,,"Mixed coniferous forest of Picea engelmannii, Picea pungens, Abies lasiocarpa, and Pseudotsuga menziesii var. glauca with Calamagrostis rubescens, Carex rossii, and Pedicularis racemosa in the ground layer.",,,US,Wyoming,Lincoln,,"Salt River Range: Bridger-Teton National Forest: along south side of North Fork Murphy Creek, ca 10 mi SSE of Alpine.",,,,,,,,,,,,False,False,"Salt River Range: Bridger-Teton National Forest: along south side of North Fork Murphy Creek, ca 10 mi SSE of Alpine., Lincoln, Wyoming, US"
,PRESENT,2003-07-14,,195.0,195.0,2003.0,7.0,14.0,,"Riparian community under Engelmann spruce and Douglas fir with Rubus parviflorus, Calamagrostis canadensis, and Streptopus amplexifolius.",,,US,Montana,Gallatin,,"West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman.",,,,,,,,,,,,False,False,"West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman., Gallatin, Montana, US"
,PRESENT,1939-08-10,,222.0,222.0,1939.0,8.0,10.0,,,,,US,California,Siskiyou County,,"Sky High Valley, Marble Mts.",,,,,,,,,,,,False,False,"Sky High Valley, Marble Mts., Siskiyou County, California, US"
,PRESENT,,,,,,,,,,,,US,California,Siskiyou County,,south side Mt. Shasta,,,,,,,,,,,,False,False,"south side Mt. Shasta, Siskiyou County, California, US"
,PRESENT,1940-07-05,,187.0,187.0,1940.0,7.0,5.0,,,,,US,California,Siskiyou County,,At Wagon Camp. Mount Shasta,,,,,,,,,,,,False,False,"At Wagon Camp. Mount Shasta, Siskiyou County, California, US"
,PRESENT,,,,,,,,,,,,US,California,,,[no additional data],,,,,,,,,,,,False,False,"[no additional data], , California, US"
,PRESENT,1901-06,,,,1901.0,6.0,,,,,,US,California,Siskiyou County,,Ridges and meadows near Marble Mountain,,,,,,,,,,,,False,False,"Ridges and meadows near Marble Mountain, Siskiyou County, California, US"
,PRESENT,1940-06-06,,158.0,158.0,1940.0,6.0,6.0,,,,,US,California,Siskiyou County,,along the Castle Lake Road,,,,,,,,,,,,False,False,"along the Castle Lake Road, Siskiyou County, California, US"
,PRESENT,1982-09-01,,244.0,244.0,1982.0,9.0,1.0,,,,,US,Ut,Cache,,"Tony Grove Area, Bear River Range, Wasatch Mtns. south side of Tony Grove Lake.",,,,,,,,,,,,False,False,"Tony Grove Area, Bear River Range, Wasatch Mtns. south side of Tony Grove Lake., Cache, Ut, US"
,PRESENT,1858,,,,1858.0,,,,,,,US,,,,Oregon Boundry Commission,,,,,,,,,,,,False,False,"Oregon Boundry Commission, , US"
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,,,,,US,Montana,,,Prickly Pear Creek,,,,,,,,,,,,False,False,"Prickly Pear Creek, , Montana, US"
,PRESENT,1950-07-27,,208.0,208.0,1950.0,7.0,27.0,,Spruce-fir slopes,,,US,Utah,Cache Co.,,"South of Tony Lake, Bear River Range",,,,,,,,,,,,False,False,"South of Tony Lake, Bear River Range, Cache Co., Utah, US"
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,,Dry slopes and ridges,,,US,Oregon,Harney Co.,,Steens Mountain,,,,,,,,,,,,False,False,"Steens Mountain, Harney Co., Oregon, US"
,PRESENT,1984-06-21,,173.0,173.0,1984.0,6.0,21.0,,Spruce-fir forest,,,US,Utah,Wasatch Co.,,24 miles east of Heber City. Uinta National Forest. Wolf Creek,,,,,,,,,,,,False,False,"24 miles east of Heber City. Uinta National Forest. Wolf Creek, Wasatch Co., Utah, US"
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington Co.,,Deer Lake,,,,,,,,,,,,False,False,"Deer Lake, Washington Co., Idaho, US"
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington Co.,,Deer Lake,,,,,,,,,,,,False,False,"Deer Lake, Washington Co., Idaho, US"
,PRESENT,1883-07-15,,196.0,196.0,1883.0,7.0,15.0,,,,,US,Montana,,,Headwaters of Jocko River,,,,,,,,,,,,False,False,"Headwaters of Jocko River, , Montana, US"
,PRESENT,1981-08-11,,223.0,223.0,1981.0,8.0,11.0,,Under mixed conifer forest,,,US,Utah,Wasatch Co.,,"Uinta National Forest, 17.75 miles east of Heber City, Mill Hollow ca. 0.5 mile below Mill Hollow Guard Station",,,,,,,,,,,,False,False,"Uinta National Forest, 17.75 miles east of Heber City, Mill Hollow ca. 0.5 mile below Mill Hollow Guard Station, Wasatch Co., Utah, US"
,PRESENT,1911-08-10,,222.0,222.0,1911.0,8.0,10.0,,North hillsides,,,US,Idaho,Washington Co.,,Tamarack,,,,,,,,,,,,False,False,"Tamarack, Washington Co., Idaho, US"
,PRESENT,1937-08-08,,220.0,220.0,1937.0,8.0,8.0,,On timbered mountainside,,,US,Idaho,Adams Co.,,"6 miles north of Bear R. S., Weiser National Forest",,,,,,,,,,,,False,False,"6 miles north of Bear R. S., Weiser National Forest, Adams Co., Idaho, US"
,PRESENT,1892-07-06,,188.0,188.0,1892.0,7.0,6.0,,,,,US,Idaho,,,Owyhee Mountains,,,,,,,,,,,,False,False,"Owyhee Mountains, , Idaho, US"
,PRESENT,1982-09-01,,244.0,244.0,1982.0,9.0,1.0,,On south side of lake,,,US,Utah,Cache Co.,,"Tony Grove Lake, Bear River Range of the Wasatch Mountains",,,,,,,,,,,,False,False,"Tony Grove Lake, Bear River Range of the Wasatch Mountains, Cache Co., Utah, US"
,PRESENT,1953-07-02,,183.0,183.0,1953.0,7.0,2.0,,In wet drying soil,,,US,Utah,Cache Co.,,Hillside south of Tony Grove Lake,,,,,,,,,,,,False,False,"Hillside south of Tony Grove Lake, Cache Co., Utah, US"
,PRESENT,1946-08-01,,213.0,213.0,1946.0,8.0,1.0,,,,,US,Idaho,Caribou Co.,,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains.",,,,,,,,,,,,False,False,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains., Caribou Co., Idaho, US"
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,Deer Lake,,,,,,,,,,,,,False,False,"Deer Lake, Washington, Idaho, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,2007-07-01,,182.0,182.0,2007.0,7.0,1.0,,,,,US,Idaho,Bonner,"North of Priest Lake, Rd. 1041.",,,,,,,,,,,,,False,False,"North of Priest Lake, Rd. 1041., Bonner, Idaho, US"
,PRESENT,1911-08-10,,222.0,222.0,1911.0,8.0,10.0,,,,,US,Idaho,Washington,Tamarack,,,,,,,,,,,,,False,False,"Tamarack, Washington, Idaho, US"
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,Deer Lake,,,,,,,,,,,,,False,False,"Deer Lake, Washington, Idaho, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,1980-05-30,,151.0,151.0,1980.0,5.0,30.0,,,,,US,Idaho,Bonner,Priest Lake River Exp. Above road to Gisborne L. O.,,,,,,,,,,,,,False,False,"Priest Lake River Exp. Above road to Gisborne L. O., Bonner, Idaho, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,"One mile south of Olallie Lake, on north shore of Horseshoe Lake.",,,,,,,,,,,,,False,False,"One mile south of Olallie Lake, on north shore of Horseshoe Lake., Marion, Oregon, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,Bitterroot Forest. Near Rye Creek - Sleeping Child Creek Divide; 13.5 miles east of Darby.,,,,,,,,,,,,,False,False,"Bitterroot Forest. Near Rye Creek - Sleeping Child Creek Divide; 13.5 miles east of Darby., Ravalli, Montana, US"
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,,,,,US,Oregon,Harney,Steens Mountain,,,,,,,,,,,,,False,False,"Steens Mountain, Harney, Oregon, US"
,PRESENT,1955-08-18,,230.0,230.0,1955.0,8.0,18.0,,,,,US,Idaho,Bonner,"Hager Pond area, 3.2 kilometers (2 miles) south of Nordman, near Route 57. Boise Mer.",,,,,,,,,,,,,False,False,"Hager Pond area, 3.2 kilometers (2 miles) south of Nordman, near Route 57. Boise Mer., Bonner, Idaho, US"
,PRESENT,1973-07-17,,198.0,198.0,1973.0,7.0,17.0,,,,,US,Montana,Flathead,"Flathead National Forest. Salish Mountains, North Fork of Miller Creek 0.9 miles south of Keith Mountain; 17.7 miles east-southeast of Whitefish.",,,,,,,,,,,,,False,False,"Flathead National Forest. Salish Mountains, North Fork of Miller Creek 0.9 miles south of Keith Mountain; 17.7 miles east-southeast of Whitefish., Flathead, Montana, US"
,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,1973-06-25,,176.0,176.0,1973.0,6.0,25.0,,,,,US,Montana,Flathead,"Flathead National Forest, Flathead Range, Desert Mtn., Divide Ridge 0.1 miles south-southeast of Lookout, 5.1 miles east-northeast of Hungry Horse.",,,,,,,,,,,,,False,False,"Flathead National Forest, Flathead Range, Desert Mtn., Divide Ridge 0.1 miles south-southeast of Lookout, 5.1 miles east-northeast of Hungry Horse., Flathead, Montana, US"
,PRESENT,1982-06-21,,172.0,172.0,1982.0,6.0,21.0,,,,,US,Montana,Ravalli,"Bitterroot Mts., McCalla Creek watershed 2 mi. ESE of St. Mary Peak; 5.7 mi. WSW of Stevensville.",,,,,,,,,,,,,False,False,"Bitterroot Mts., McCalla Creek watershed 2 mi. ESE of St. Mary Peak; 5.7 mi. WSW of Stevensville., Ravalli, Montana, US"
,PRESENT,1958-06-14,,165.0,165.0,1958.0,6.0,14.0,,,,,US,Oregon,,Blue Mts.,,,,,,,,,,,,,False,False,"Blue Mts., Oregon, US"
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Wasco,Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest.,,,,,,,,,,,,,False,False,"Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest., Wasco, Oregon, US"
,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False,AF
,PRESENT,1923-07-11,,192.0,192.0,1923.0,7.0,11.0,,,,,US,Montana,Stillwater,West Rosebud River.,,,,,,,,,,,,,False,False,"West Rosebud River., Stillwater, Montana, US"
,PRESENT,1954-06-19,,170.0,170.0,1954.0,6.0,19.0,,,,,US,Oregon,,Rogue river valley.,,,,,,,,,,,,,False,False,"Rogue river valley., Oregon, US"
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles E of Darby.",,,,,,,,,,,,,False,False,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles E of Darby., Ravalli, Montana, US"
,PRESENT,1975-07-01,,182.0,182.0,1975.0,7.0,1.0,,,,,US,Montana,Stillwater,21 miles south of Fishtail at the Mystic Lake power plant.,,,,,,,,,,,,,False,False,"21 miles south of Fishtail at the Mystic Lake power plant., Stillwater, Montana, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,Vicinity of Helena.,,,,,,,,,,,,,False,False,"Vicinity of Helena., , AF"
,PRESENT,1930-06-09,,160.0,160.0,1930.0,6.0,9.0,,,,,US,Oregon,Douglas,"Rogue-Umpua Divide, Diamond Lake Road.",,,,,,,,,,,,,False,False,"Rogue-Umpua Divide, Diamond Lake Road., Douglas, Oregon, US"
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles east of Darby.",,,,,,,,,,,,,False,False,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles east of Darby., Ravalli, Montana, US"
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,"Mt. hood, wapinilia pass.",,,,,,,,,,,,,False,False,"Mt. hood, wapinilia pass., Oregon, US"
,PRESENT,1918-09-26,,269.0,269.0,1918.0,9.0,26.0,,,,,US,Oregon,Union,Near Cove.,,,,,,,,,,,,,False,False,"Near Cove., Union, Oregon, US"
,PRESENT,1968-08-25,,238.0,238.0,1968.0,8.0,25.0,,,,,US,Montana,Beaverhead,Centennial Mountains.,,,,,,,,,,,,,False,False,"Centennial Mountains., Beaverhead, Montana, US"
,PRESENT,,,,,,,,,,,ASIA,AF,,,No specific locality recorded.,,,,,,,,,,,,,False,False,"No specific locality recorded., , AF"
,PRESENT,1977-08-10,,222.0,222.0,1977.0,8.0,10.0,,,,,US,Idaho,Bonner,"Selkirk Range, head of Canyon Creek 0.7 miles NNE of Gisborn Mountain. (Lookout); 11 miles WNW of Sandpoint.",,,,,,,,,,,,,False,False,"Selkirk Range, head of Canyon Creek 0.7 miles NNE of Gisborn Mountain. (Lookout); 11 miles WNW of Sandpoint., Bonner, Idaho, US"
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,"Bitterroot Forest, Sapphire Mountains, Rye Creek, Sleeping Child Creek Divide (west edge of burn), 13 miles east of Darby.",,,,,,,,,,,,,False,False,"Bitterroot Forest, Sapphire Mountains, Rye Creek, Sleeping Child Creek Divide (west edge of burn), 13 miles east of Darby., Ravalli, Montana, US"
,PRESENT,1918-07-20,,201.0,201.0,1918.0,7.0,20.0,,,,,US,Oregon,,Crater Lake National Park.,,,,,,,,,,,,,False,False,"Crater Lake National Park., Oregon, US"
,PRESENT,1899-06-20,,171.0,171.0,1899.0,6.0,20.0,,,,,US,Montana,Lewis and Clark,Red Mountain.,,,,,,,,,,,,,False,False,"Red Mountain., Lewis and Clark, Montana, US"
,PRESENT,1972-08-17,,230.0,230.0,1972.0,8.0,17.0,,,,,US,Idaho,Bonner,"Kaniksu National Forest. Granite Creek, 0.4 miles southeast of Granite Creek Bridge, 4.2 miles north-northwest of Nordman.",,,,,,,,,,,,,False,False,"Kaniksu National Forest. Granite Creek, 0.4 miles southeast of Granite Creek Bridge, 4.2 miles north-northwest of Nordman., Bonner, Idaho, US"
,PRESENT,1958-06-20,,171.0,171.0,1958.0,6.0,20.0,,,,,US,Idaho,,Lookout pass.,,,,,,,,,,,,,False,False,"Lookout pass., Idaho, US"
,PRESENT,1957-07-25,,206.0,206.0,1957.0,7.0,25.0,,,,,US,Oregon,Union,East Eagle Cr. Falls area.,,,,,,,,,,,,,False,False,"East Eagle Cr. Falls area., Union, Oregon, US"
,PRESENT,1963-07-02,,183.0,183.0,1963.0,7.0,2.0,,,,,US,Montana,Mineral,"Lolo Forest. Gold Peak, Jocko Mountains; 19 miles northeast of Missoula.",,,,,,,,,,,,,False,False,"Lolo Forest. Gold Peak, Jocko Mountains; 19 miles northeast of Missoula., Mineral, Montana, US"
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,"Above the government camp, Mt. hood.",,,,,,,,,,,,,False,False,"Above the government camp, Mt. hood., Oregon, US"
,PRESENT,1899-06-20,,171.0,171.0,1899.0,6.0,20.0,,,,,US,Montana,Lewis and Clark,Red Mountain.,,,,,,,,,,,,,False,False,"Red Mountain., Lewis and Clark, Montana, US"
,PRESENT,1902-07-21,,202.0,202.0,1902.0,7.0,21.0,,,,,US,Washington,Yakima,"""Wiesehalde"", Mount Adams.",,,,,,,,,,,,,False,False,"""Wiesehalde"", Mount Adams., Yakima, Washington, US"
,PRESENT,1892-07-06,,188.0,188.0,1892.0,7.0,6.0,,,,,US,Idaho,,Owyhee Mountains,,,,,,,,,,,,,False,False,"Owyhee Mountains, Idaho, US"
,PRESENT,1972-08-30,,243.0,243.0,1972.0,8.0,30.0,,,,,US,Montana,Mineral,"Lolo National Forest. Deer Peak Range, Deer Creek Watershed 2.6 miles southwest of Deer Peak; 10.2 miles southwest of Alberton.",,,,,,,,,,,,,False,False,"Lolo National Forest. Deer Peak Range, Deer Creek Watershed 2.6 miles southwest of Deer Peak; 10.2 miles southwest of Alberton., Mineral, Montana, US"
,PRESENT,1939-08-30,,242.0,242.0,1939.0,8.0,30.0,,,,NORTH_AMERICA,CA,Alberta,,Waterton Lakes National Park.,,,,,,,,,,,,,False,False,"Waterton Lakes National Park., Alberta, CA"
,PRESENT,1946-08-01,,213.0,213.0,1946.0,8.0,1.0,,,,,US,Idaho,Caribou,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains.",,,,,,,,,,,,,False,False,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains., Caribou, Idaho, US"
,PRESENT,1972-05-25,,146.0,146.0,1972.0,5.0,25.0,,,,,US,Montana,Mineral,Lolo National Forest. Fish Creek Valley 1.5 miles west junction of South Fork Fork Fish Creek; 12.8 miles west-southwest of Alberton.,,,,,,,,,,,,,False,False,"Lolo National Forest. Fish Creek Valley 1.5 miles west junction of South Fork Fork Fish Creek; 12.8 miles west-southwest of Alberton., Mineral, Montana, US"
,PRESENT,1934-08-20,,232.0,232.0,1934.0,8.0,20.0,,,,NORTH_AMERICA,CA,Alberta,,"Cameron lake, Waterton Lakes National Park.",,,,,,,,,,,,,False,False,"Cameron lake, Waterton Lakes National Park., Alberta, CA"
